;LoadPoint;Bandwidth;src;dest;;rep1;rep2;rep3;rep4;rep5;rep6;rep7;rep8;rep9;rep10;;;;
blocking probabilities per pair;1;all;22;27; ;0;0;0;0;0;0;0;0;0.007518797;0;;;;
blocking probabilities per pair;1;all;13;18; ;0;0.007092199;0;0;0.005952381;0.007142857;0;0;0;0;;;;
blocking probabilities per pair;1;all;19;12; ;0;0.006666667;0;0;0;0;0;0.006944444;0;0;;;;
blocking probabilities per pair;1;all;20;17; ;0;0.022727273;0.036231884;0.016260163;0.028776978;0.01754386;0.050359712;0.012578616;0.01910828;0.008196721;;;;
blocking probabilities per pair;1;all;15;7; ;0;0;0;0.0078125;0;0;0;0.006711409;0.007874016;0;;;;
blocking probabilities per pair;1;all;19;18; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair;1;all;1;17; ;0.008547009;0.027027027;0.027972028;0.013157895;0.031496063;0.015267176;0;0.028776978;0.006578947;0;;;;
blocking probabilities per pair;1;all;11;27; ;0.020979021;0;0;0;0;0.007751938;0.007751938;0.024096386;0;0.015503876;;;;
blocking probabilities per pair;1;all;22;12; ;0.02189781;0;0.026086957;0;0.020833333;0.007042254;0.013157895;0.023622047;0.008196721;0.007462687;;;;
blocking probabilities per pair;1;all;20;27; ;0.006622517;0;0.006896552;0.007633588;0.008064516;0;0.007692308;0.006711409;0;0.007092199;;;;
blocking probabilities per pair;1;all;9;5; ;0;0;0;0.007142857;0.006451613;0;0.008196721;0;0;0.02173913;;;;
blocking probabilities per pair;1;all;22;3; ;0.006896552;0.025316456;0.015267176;0.013888889;0.020833333;0.015748031;0.015037594;0.032;0;0.006578947;;;;
blocking probabilities per pair;1;all;14;18; ;0;0;0;0;0.006369427;0;0;0;0;0;;;;
blocking probabilities per pair;1;all;17;6; ;0.016;0.007936508;0.016393443;0.04379562;0.025423729;0.007518797;0.015037594;0.016806723;0.006711409;0.019354839;;;;
blocking probabilities per pair;1;all;2;16; ;0;0.006097561;0.015748031;0.006944444;0;0.006622517;0;0.007874016;0;0.006578947;;;;
blocking probabilities per pair;1;all;6;16; ;0.007042254;0.008064516;0;0.00625;0.007633588;0;0;0;0.006024096;0.007518797;;;;
blocking probabilities per pair;1;all;25;28; ;0.029850746;0;0;0;0.026666667;0;0.013793103;0;0.006756757;0;;;;
blocking probabilities per pair;1;all;6;28; ;0;0;0;0;0.005649718;0;0;0;0.011235955;0.016260163;;;;
blocking probabilities per pair;1;all;13;24; ;0;0;0;0.00617284;0.007246377;0.007407407;0.014705882;0.006711409;0;0;;;;
blocking probabilities per pair;1;all;18;21; ;0.006451613;0;0.00862069;0;0;0.015151515;0;0.006756757;0;0;;;;
blocking probabilities per pair;1;all;20;7; ;0.021126761;0.017241379;0.007142857;0.006329114;0.006535948;0;0;0.00617284;0;0;;;;
blocking probabilities per pair;1;all;5;9; ;0;0.007518797;0;0;0;0;0.007246377;0.013333333;0;0;;;;
blocking probabilities per pair;1;all;28;1; ;0.02027027;0.051470588;0.014814815;0.0390625;0.020689655;0.012121212;0.022900763;0.014705882;0.030769231;0.026666667;;;;
blocking probabilities per pair;1;all;9;19; ;0;0;0;0;0;0;0;0;0.006944444;0;;;;
blocking probabilities per pair;1;all;27;24; ;0.006329114;0;0.008196721;0;0.01369863;0.006410256;0.006622517;0.006944444;0;0;;;;
blocking probabilities per pair;1;all;23;2; ;0.02189781;0;0.014285714;0.045801527;0.022222222;0.01369863;0;0.0078125;0;0;;;;
blocking probabilities per pair;1;all;22;13; ;0;0.006289308;0.024193548;0;0.013333333;0;0;0.015037594;0.015748031;0.037878788;;;;
blocking probabilities per pair;1;all;12;9; ;0;0;0;0.015503876;0;0;0;0;0;0.007575758;;;;
blocking probabilities per pair;1;all;9;7; ;0.008064516;0;0.007751938;0;0;0.007633588;0.015748031;0.013333333;0;0.016949153;;;;
blocking probabilities per pair;1;all;16;6; ;0;0;0;0.007092199;0;0.012987013;0.006756757;0;0;0;;;;
blocking probabilities per pair;1;all;8;6; ;0;0.013793103;0.02238806;0.008196721;0;0.016393443;0.013793103;0;0;0;;;;
blocking probabilities per pair;1;all;6;21; ;0.007246377;0.006711409;0;0.008196721;0.007518797;0;0.006944444;0.006896552;0;0.016260163;;;;
blocking probabilities per pair;1;all;14;1; ;0.006535948;0;0.007407407;0.006369427;0;0;0.006896552;0;0;0;;;;
blocking probabilities per pair;1;all;1;16; ;0.02173913;0;0.007092199;0.020134228;0.006896552;0;0;0;0;0.009009009;;;;
blocking probabilities per pair;1;all;14;3; ;0;0;0;0.006666667;0;0.007246377;0.00729927;0;0;0;;;;
blocking probabilities per pair;1;all;24;18; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair;1;all;9;21; ;0;0;0;0.006849315;0;0.006849315;0;0;0;0;;;;
blocking probabilities per pair;1;all;17;28; ;0.044117647;0.027210884;0.048611111;0.05511811;0.055555556;0.020979021;0.045454545;0.071942446;0.048275862;0;;;;
blocking probabilities per pair;1;all;4;13; ;0;0;0;0.007462687;0;0.006451613;0.007042254;0;0;0;;;;
blocking probabilities per pair;1;all;14;21; ;0;0;0;0;0;0;0.013333333;0.016260163;0;0;;;;
blocking probabilities per pair;1;all;14;24; ;0.008333333;0.006666667;0;0;0.01459854;0;0;0;0;0;;;;
blocking probabilities per pair;1;all;28;18; ;0.03539823;0.007518797;0.035211268;0.022727273;0.020979021;0.026143791;0.034013605;0.006802721;0.014388489;0;;;;
blocking probabilities per pair;1;all;21;26; ;0.007042254;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair;1;all;6;9; ;0.007575758;0;0.007352941;0;0;0;0.007633588;0;0.007575758;0;;;;
blocking probabilities per pair;1;all;15;14; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair;1;all;25;19; ;0.006666667;0.006756757;0;0.007352941;0.006622517;0.007352941;0.025210084;0.007407407;0;0.015873016;;;;
blocking probabilities per pair;1;all;16;25; ;0;0;0;0;0;0;0;0;0.007575758;0;;;;
blocking probabilities per pair;1;all;20;16; ;0;0;0;0;0;0;0;0;0.015037594;0.007142857;;;;
blocking probabilities per pair;1;all;2;5; ;0.006535948;0.006944444;0;0;0.007352941;0;0;0;0.006622517;0.025316456;;;;
blocking probabilities per pair;1;all;24;1; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair;1;all;7;15; ;0;0;0.006535948;0;0.007575758;0;0;0.015748031;0;0;;;;
blocking probabilities per pair;1;all;20;24; ;0.006535948;0.006535948;0;0;0.007518797;0.00621118;0;0;0;0;;;;
blocking probabilities per pair;1;all;13;28; ;0.033783784;0.006896552;0.007575758;0.013245033;0.050724638;0;0.012738854;0.013245033;0.021428571;0.012578616;;;;
blocking probabilities per pair;1;all;9;16; ;0;0;0;0.006578947;0;0;0;0.007462687;0;0;;;;
blocking probabilities per pair;1;all;3;15; ;0.006849315;0;0;0.006578947;0.005988024;0;0;0;0;0.007194245;;;;
blocking probabilities per pair;1;all;8;19; ;0;0;0;0;0;0;0.013157895;0;0;0.007692308;;;;
blocking probabilities per pair;1;all;28;25; ;0;0;0.015384615;0.008;0;0.007518797;0.013986014;0.006622517;0;0;;;;
blocking probabilities per pair;1;all;21;16; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair;1;all;14;27; ;0;0;0;0.007518797;0.008;0.013986014;0;0;0;0;;;;
blocking probabilities per pair;1;all;23;9; ;0.037313433;0;0.023622047;0.014285714;0.007874016;0.007692308;0.027777778;0.006993007;0.012820513;0.008064516;;;;
blocking probabilities per pair;1;all;18;20; ;0.006993007;0;0.007194245;0;0;0;0;0;0;0;;;;
blocking probabilities per pair;1;all;1;12; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair;1;all;15;2; ;0;0;0;0;0.00625;0.007874016;0.007092199;0.013888889;0;0;;;;
blocking probabilities per pair;1;all;6;13; ;0;0;0;0;0.020408163;0.013986014;0.006993007;0.006944444;0;0.00729927;;;;
blocking probabilities per pair;1;all;10;16; ;0;0;0;0;0;0;0;0.020547945;0.006578947;0.01863354;;;;
blocking probabilities per pair;1;all;12;22; ;0.014925373;0;0.008196721;0.02189781;0.007246377;0;0.013071895;0.017699115;0.008130081;0;;;;
blocking probabilities per pair;1;all;3;12; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair;1;all;20;26; ;0.013793103;0;0;0;0.014492754;0;0.007633588;0;0;0;;;;
blocking probabilities per pair;1;all;1;3; ;0;0;0;0.006622517;0;0;0;0;0;0;;;;
blocking probabilities per pair;1;all;17;21; ;0.060606061;0.036764706;0.023076923;0.01242236;0.019230769;0.006289308;0.007194245;0.02;0.031496063;0;;;;
blocking probabilities per pair;1;all;4;2; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair;1;all;15;12; ;0;0;0.007042254;0;0;0;0;0;0;0;;;;
blocking probabilities per pair;1;all;9;12; ;0.020408163;0.022222222;0;0;0.013888889;0.007518797;0;0;0;0.006622517;;;;
blocking probabilities per pair;1;all;25;20; ;0;0.007092199;0.015748031;0;0;0.006578947;0.007407407;0;0.006993007;0;;;;
blocking probabilities per pair;1;all;8;26; ;0;0;0.007194245;0.007042254;0.007751938;0.00729927;0;0;0.006578947;0.006849315;;;;
blocking probabilities per pair;1;all;24;16; ;0;0.006849315;0;0.007751938;0.013605442;0;0;0.007407407;0.008403361;0.006711409;;;;
blocking probabilities per pair;1;all;12;17; ;0;0.013888889;0.007874016;0;0.025210084;0;0.029411765;0.037037037;0.006944444;0;;;;
blocking probabilities per pair;1;all;25;10; ;0;0;0;0;0;0;0;0;0;0.008130081;;;;
blocking probabilities per pair;1;all;7;12; ;0;0.013986014;0;0.012820513;0.021428571;0;0;0.01986755;0;0;;;;
blocking probabilities per pair;1;all;9;14; ;0;0;0.007042254;0;0.015503876;0;0;0;0;0;;;;
blocking probabilities per pair;1;all;18;6; ;0.007575758;0;0.007518797;0.007751938;0;0;0;0;0;0.006493506;;;;
blocking probabilities per pair;1;all;23;13; ;0.006896552;0;0.023076923;0.02962963;0.031496063;0.006802721;0.007518797;0.022727273;0.020408163;0;;;;
blocking probabilities per pair;1;all;19;20; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair;1;all;16;26; ;0;0.006666667;0;0;0;0;0;0;0;0.007142857;;;;
blocking probabilities per pair;1;all;2;7; ;0.006289308;0.013333333;0.014492754;0;0.014285714;0;0.012048193;0.005747126;0;0.020979021;;;;
blocking probabilities per pair;1;all;25;4; ;0;0.013245033;0;0.015503876;0.007575758;0;0;0.014388489;0;0;;;;
blocking probabilities per pair;1;all;21;5; ;0.006993007;0.007518797;0;0.007633588;0.006849315;0;0.014705882;0.006535948;0.014285714;0.016806723;;;;
blocking probabilities per pair;1;all;2;17; ;0.025862069;0.013513514;0.006944444;0.007462687;0.046511628;0.007692308;0.0375;0.017094017;0.007042254;0.020547945;;;;
blocking probabilities per pair;1;all;9;13; ;0;0;0;0;0.006896552;0;0;0;0;0;;;;
blocking probabilities per pair;1;all;26;24; ;0.014388489;0;0;0.008064516;0.006756757;0.012345679;0;0.007042254;0;0.016528926;;;;
blocking probabilities per pair;1;all;7;23; ;0.012903226;0.023076923;0.028985507;0.014388489;0.049295775;0.006410256;0.024;0.037037037;0.058394161;0;;;;
blocking probabilities per pair;1;all;11;17; ;0;0.013605442;0;0;0.006756757;0.021428571;0.007407407;0;0.008474576;0;;;;
blocking probabilities per pair;1;all;21;10; ;0.006849315;0.007575758;0;0.006493506;0.007042254;0.007633588;0;0.006097561;0;0;;;;
blocking probabilities per pair;1;all;21;14; ;0;0;0;0.007518797;0;0;0;0;0;0;;;;
blocking probabilities per pair;1;all;19;22; ;0;0;0;0.006134969;0.006451613;0.02238806;0.007246377;0.007462687;0.014084507;0.007246377;;;;
blocking probabilities per pair;1;all;6;23; ;0.019736842;0.037593985;0.022222222;0.034482759;0.02919708;0.027586207;0.022556391;0.04516129;0.024193548;0;;;;
blocking probabilities per pair;1;all;17;27; ;0.006666667;0.007352941;0.02027027;0.035211268;0.015873016;0.020547945;0.02173913;0.008196721;0.013888889;0.01459854;;;;
blocking probabilities per pair;1;all;2;6; ;0;0.008264463;0;0.007462687;0.006289308;0;0.006666667;0;0.00729927;0.01459854;;;;
blocking probabilities per pair;1;all;24;28; ;0.023076923;0.026315789;0.015873016;0.014492754;0.014084507;0.006849315;0.006849315;0.033613445;0.007518797;0;;;;
blocking probabilities per pair;1;all;26;17; ;0.014705882;0.02173913;0.013793103;0.025423729;0.027210884;0.028368794;0.020689655;0.014705882;0.017964072;0.021582734;;;;
blocking probabilities per pair;1;all;23;5; ;0.006756757;0.014705882;0;0.006849315;0.023622047;0.027027027;0.014388489;0.035971223;0.00729927;0.007194245;;;;
blocking probabilities per pair;1;all;6;1; ;0.007042254;0.00729927;0.032;0.028571429;0;0.008333333;0.012269939;0.03875969;0.007092199;0.015267176;;;;
blocking probabilities per pair;1;all;19;6; ;0.0078125;0.007633588;0;0;0;0.007142857;0;0.007407407;0;0;;;;
blocking probabilities per pair;1;all;17;11; ;0.027210884;0.0078125;0.012987013;0.016260163;0.007194245;0.007142857;0;0;0;0;;;;
blocking probabilities per pair;1;all;25;23; ;0.02173913;0.024;0.007692308;0;0;0.007194245;0.047619048;0.014705882;0.016393443;0.006535948;;;;
blocking probabilities per pair;1;all;19;10; ;0;0;0.007042254;0.00729927;0;0;0.005988024;0;0.007633588;0.008130081;;;;
blocking probabilities per pair;1;all;18;2; ;0.006896552;0;0;0.007246377;0;0;0;0;0;0;;;;
blocking probabilities per pair;1;all;2;19; ;0.012738854;0;0;0;0;0;0.008474576;0;0;0.006666667;;;;
blocking probabilities per pair;1;all;7;24; ;0;0;0;0.019354839;0;0;0.021582734;0.006993007;0.006097561;0;;;;
blocking probabilities per pair;1;all;19;16; ;0;0;0;0.007407407;0;0;0;0;0;0;;;;
blocking probabilities per pair;1;all;28;4; ;0.012987013;0.015384615;0;0.03030303;0.016666667;0.013793103;0;0.022222222;0.023076923;0.020689655;;;;
blocking probabilities per pair;1;all;22;2; ;0.020833333;0;0.016393443;0.007751938;0.01863354;0.022222222;0;0.00729927;0;0.02189781;;;;
blocking probabilities per pair;1;all;9;18; ;0;0;0;0.020833333;0.007142857;0.006944444;0;0.020979021;0;0;;;;
blocking probabilities per pair;1;all;4;15; ;0;0.006993007;0.016949153;0;0.006896552;0;0;0;0;0;;;;
blocking probabilities per pair;1;all;22;4; ;0.013605442;0;0.006666667;0;0.007518797;0;0.007575758;0.014084507;0;0.006711409;;;;
blocking probabilities per pair;1;all;24;2; ;0;0;0;0.007462687;0;0.007751938;0;0;0;0;;;;
blocking probabilities per pair;1;all;10;22; ;0;0;0;0;0;0;0;0;0;0.007936508;;;;
blocking probabilities per pair;1;all;15;23; ;0.013793103;0.02189781;0;0.02189781;0.013071895;0.022222222;0.008264463;0.03164557;0.006622517;0.013157895;;;;
blocking probabilities per pair;1;all;2;4; ;0;0;0;0;0;0;0;0;0;0.006756757;;;;
blocking probabilities per pair;1;all;13;19; ;0;0;0;0;0.007936508;0;0;0;0;0;;;;
blocking probabilities per pair;1;all;7;14; ;0.014814815;0;0.006944444;0;0.01459854;0;0;0.015151515;0.007246377;0.006666667;;;;
blocking probabilities per pair;1;all;18;8; ;0.006535948;0.007092199;0;0;0;0;0;0.007633588;0.006578947;0;;;;
blocking probabilities per pair;1;all;4;21; ;0.027777778;0;0;0.007751938;0.006535948;0;0;0.006410256;0;0;;;;
blocking probabilities per pair;1;all;11;14; ;0.018404908;0;0;0.00729927;0;0;0;0;0;0;;;;
blocking probabilities per pair;1;all;18;16; ;0;0;0;0.008333333;0;0.007874016;0;0;0;0.006578947;;;;
blocking probabilities per pair;1;all;2;14; ;0.013513514;0.013888889;0.006756757;0.030769231;0.012903226;0;0.008264463;0;0;0;;;;
blocking probabilities per pair;1;all;23;19; ;0;0;0.007874016;0.01863354;0;0;0;0;0;0.00621118;;;;
blocking probabilities per pair;1;all;18;24; ;0;0.007407407;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair;1;all;12;15; ;0;0;0.006849315;0.016393443;0;0;0;0;0.006711409;0;;;;
blocking probabilities per pair;1;all;19;23; ;0;0;0;0.007194245;0;0;0.013793103;0.014184397;0;0.013157895;;;;
blocking probabilities per pair;1;all;14;5; ;0;0;0.009259259;0.007874016;0;0;0.008;0;0;0.007518797;;;;
blocking probabilities per pair;1;all;10;4; ;0.006993007;0.024193548;0;0;0.008196721;0.007352941;0.033333333;0.039473684;0.015151515;0.006802721;;;;
blocking probabilities per pair;1;all;15;10; ;0;0;0;0;0;0;0;0;0;0.012987013;;;;
blocking probabilities per pair;1;all;8;14; ;0;0;0;0;0;0.007194245;0;0;0;0;;;;
blocking probabilities per pair;1;all;13;8; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair;1;all;26;15; ;0;0;0.007462687;0;0;0;0;0;0;0;;;;
blocking probabilities per pair;1;all;28;23; ;0.034965035;0.020134228;0.012987013;0.082089552;0.023809524;0.041666667;0.030075188;0.025423729;0.03875969;0.01459854;;;;
blocking probabilities per pair;1;all;21;23; ;0.009803922;0.013333333;0.021126761;0.013333333;0.026490066;0.007751938;0.007142857;0.033333333;0;0.031746032;;;;
blocking probabilities per pair;1;all;27;15; ;0;0;0;0.006622517;0.01754386;0;0.007194245;0.02027027;0;0.008695652;;;;
blocking probabilities per pair;1;all;15;9; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair;1;all;7;20; ;0.00621118;0;0.007575758;0;0.00729927;0;0;0;0;0.007874016;;;;
blocking probabilities per pair;1;all;9;10; ;0.007352941;0;0;0.006849315;0;0;0;0;0;0;;;;
blocking probabilities per pair;1;all;7;27; ;0.01459854;0;0;0;0;0.021276596;0;0.007092199;0.006944444;0.008;;;;
blocking probabilities per pair;1;all;10;6; ;0;0;0;0;0;0;0;0;0.007462687;0;;;;
blocking probabilities per pair;1;all;14;7; ;0.006024096;0.006451613;0.007751938;0;0;0.0078125;0;0.008;0.008547009;0;;;;
blocking probabilities per pair;1;all;10;19; ;0.015748031;0.012345679;0;0;0.022058824;0.012658228;0;0.013888889;0.006134969;0;;;;
blocking probabilities per pair;1;all;12;13; ;0;0;0;0.00617284;0;0;0;0;0;0;;;;
blocking probabilities per pair;1;all;26;20; ;0.015625;0.007194245;0;0.013793103;0;0;0.02027027;0.008;0;0;;;;
blocking probabilities per pair;1;all;2;25; ;0.028571429;0.01369863;0.007142857;0.007352941;0.006410256;0.0078125;0.024793388;0.029411765;0;0;;;;
blocking probabilities per pair;1;all;8;15; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair;1;all;6;4; ;0;0.012578616;0.006578947;0.006802721;0.007042254;0;0;0.007194245;0.033057851;0;;;;
blocking probabilities per pair;1;all;15;6; ;0.00862069;0.013888889;0;0.008130081;0.007142857;0;0;0.006993007;0;0;;;;
blocking probabilities per pair;1;all;8;18; ;0;0.022058824;0.012121212;0;0;0.007352941;0;0;0;0.007692308;;;;
blocking probabilities per pair;1;all;28;14; ;0.014184397;0.02173913;0;0;0.042253521;0.014184397;0.008403361;0.014084507;0.016393443;0.006666667;;;;
blocking probabilities per pair;1;all;19;5; ;0;0;0.007352941;0;0.007874016;0.006369427;0;0;0;0.022058824;;;;
blocking probabilities per pair;1;all;19;24; ;0;0;0;0;0;0;0;0;0;0;;;;
blocking probabilities per pair;1;all;14;11; ;0;0.008264463;0.006622517;0.007575758;0;0;0;0;0;0;;;;
blocking probabilities per pair;1;all;21;7; ;0.007092199;0;0;0;0;0;0.008130081;0.020979021;0;0;;;;
blocking probabilities per pair;1;all;11;5; ;0.022900763;0.007194245;0;0.015384615;0;0.008;0;0;0.006849315;0.008064516;;;;
blocking probabilities per pair;1;all;27;2; ;0.021428571;0;0.00617284;0.021582734;0.006369427;0.007352941;0.008064516;0.026315789;0;0.020134228;;;;
blocking probabilities per pair;1;all;28;9; ;0;0;0.00729927;0.006711409;0.006849315;0.016129032;0.031007752;0.026143791;0;0;;;;
blocking probabilities per pair;1;all;4;20; ;0.03125;0;0;0;0.0078125;0;0.006849315;0.014814815;0;0;;;;
blocking probabilities per pair;1;all;8;2; ;0;0.007462687;0;0;0.006329114;0.014705882;0;0.007518797;0;0.007692308;;;;
blocking probabilities per pair;1;all;1;5; ;0.015037594;0.013422819;0;0;0.007462687;0;0;0.016260163;0.007407407;0.008130081;;;;
blocking probabilities per pair;1;all;15;4; ;0;0;0.008403361;0;0.007142857;0;0.007633588;0.00862069;0.01459854;0.007518797;;;;
blocking probabilities per pair;1;all;5;21; ;0;0;0;0.00621118;0;0.01369863;0;0.00862069;0.013888889;0.008849558;;;;
blocking probabilities per pair;1;all;28;16; ;0;0;0.007246377;0;0;0.007352941;0.007407407;0.018072289;0.006802721;0.018867925;;;;
blocking probabilities per pair;1;all;21;24; ;0.007692308;0.007751938;0;0;0;0.006993007;0.0078125;0;0;0.007194245;;;;
blocking probabilities per pair;1;all;28;21; ;0;0.00877193;0;0.007407407;0.014388489;0.007092199;0.006369427;0;0;0.019480519;;;;
blocking probabilities per pair;1;all;15;27; ;0.01369863;0.006756757;0;0.008064516;0;0;0;0;0;0.021428571;;;;
blocking probabilities per pair;1;all;11;20; ;0.016949153;0.006711409;0.006711409;0.006451613;0.014705882;0.007518797;0.013986014;0;0;0;;;;
blocking probabilities per pair;1;all;16;14; ;0.023076923;0;0;0;0.014388489;0;0;0;0;0.007194245;;;;
blocking probabilities per pair;1;all;4;22; ;0.020979021;0.007518797;0;0.021276596;0.006711409;0.007692308;0.007092199;0.034722222;0.013333333;0.014388489;;;;
blocking probabilities per pair;1;all;13;6; ;0.007575758;0;0;0.013986014;0;0;0;0.013793103;0;0;;;;
